start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 182 | loss : 6.483266 | tok/sec : 108786.04394027148 | lr : 1.440945e-04 | dt : 4.52s
step : 183 | loss : 6.530641 | tok/sec : 108567.66333024995 | lr : 1.448819e-04 | dt : 4.53s
step : 184 | loss : 6.463255 | tok/sec : 108235.09676157977 | lr : 1.456693e-04 | dt : 4.54s
step : 185 | loss : 6.406802 | tok/sec : 108514.1860945086 | lr : 1.464567e-04 | dt : 4.53s
step : 186 | loss : 6.455252 | tok/sec : 108510.919051217 | lr : 1.472441e-04 | dt : 4.53s
step : 187 | loss : 6.466965 | tok/sec : 107877.70157208772 | lr : 1.480315e-04 | dt : 4.56s
step : 188 | loss : 6.424078 | tok/sec : 108751.19340942493 | lr : 1.488189e-04 | dt : 4.52s
step : 189 | loss : 6.457494 | tok/sec : 108042.60598905227 | lr : 1.496063e-04 | dt : 4.55s
step : 190 | loss : 6.386938 | tok/sec : 108549.37067791483 | lr : 1.503937e-04 | dt : 4.53s
step : 191 | loss : 6.368909 | tok/sec : 107754.28564260429 | lr : 1.511811e-04 | dt : 4.56s
step : 192 | loss : 6.368316 | tok/sec : 109038.45565759507 | lr : 1.519685e-04 | dt : 4.51s
step : 193 | loss : 6.379361 | tok/sec : 108450.28601140052 | lr : 1.527559e-04 | dt : 4.53s
step : 194 | loss : 6.376164 | tok/sec : 108720.38424531757 | lr : 1.535433e-04 | dt : 4.52s
step : 195 | loss : 6.381219 | tok/sec : 108548.71340046597 | lr : 1.543307e-04 | dt : 4.53s
step : 196 | loss : 6.393097 | tok/sec : 108869.56254444511 | lr : 1.551181e-04 | dt : 4.51s
step : 197 | loss : 6.429732 | tok/sec : 108540.32952475811 | lr : 1.559055e-04 | dt : 4.53s
step : 198 | loss : 6.461482 | tok/sec : 108415.45639226415 | lr : 1.566929e-04 | dt : 4.53s
step : 199 | loss : 6.514830 | tok/sec : 108682.91718220628 | lr : 1.574803e-04 | dt : 4.52s
step : 200 | loss : 6.494217 | tok/sec : 107925.33798933293 | lr : 1.582677e-04 | dt : 4.55s
step : 201 | loss : 6.492379 | tok/sec : 107848.0905014331 | lr : 1.590551e-04 | dt : 4.56s
step : 202 | loss : 6.462330 | tok/sec : 108542.71253968505 | lr : 1.598425e-04 | dt : 4.53s
step : 203 | loss : 6.500279 | tok/sec : 67165.61807271912 | lr : 1.606299e-04 | dt : 7.32s
step : 204 | loss : 6.479245 | tok/sec : 117657.64435685876 | lr : 1.614173e-04 | dt : 4.18s
step : 205 | loss : 6.430593 | tok/sec : 116329.39492736552 | lr : 1.622047e-04 | dt : 4.23s
step : 206 | loss : 6.469089 | tok/sec : 116990.60277744706 | lr : 1.629921e-04 | dt : 4.20s
step : 207 | loss : 6.378221 | tok/sec : 115631.18229689721 | lr : 1.637795e-04 | dt : 4.25s
step : 208 | loss : 6.403970 | tok/sec : 115971.04336256483 | lr : 1.645669e-04 | dt : 4.24s
step : 209 | loss : 6.356896 | tok/sec : 116006.70015145809 | lr : 1.653543e-04 | dt : 4.24s
step : 210 | loss : 6.386353 | tok/sec : 116349.42556717955 | lr : 1.661417e-04 | dt : 4.22s
step : 211 | loss : 6.452677 | tok/sec : 114887.9180624899 | lr : 1.669291e-04 | dt : 4.28s
step : 212 | loss : 6.354607 | tok/sec : 112764.39692385397 | lr : 1.677165e-04 | dt : 4.36s
step : 213 | loss : 6.360421 | tok/sec : 110399.14188753982 | lr : 1.685039e-04 | dt : 4.45s
step : 214 | loss : 6.364688 | tok/sec : 99900.70436347851 | lr : 1.692913e-04 | dt : 4.92s
step : 215 | loss : 6.348297 | tok/sec : 99202.74388332907 | lr : 1.700787e-04 | dt : 4.95s
step : 216 | loss : 6.365540 | tok/sec : 99597.51986373549 | lr : 1.708661e-04 | dt : 4.94s
step : 217 | loss : 6.343565 | tok/sec : 100197.45123854587 | lr : 1.716535e-04 | dt : 4.91s
step : 218 | loss : 6.389736 | tok/sec : 99646.5893926036 | lr : 1.724409e-04 | dt : 4.93s
step : 219 | loss : 6.360967 | tok/sec : 100694.30571612068 | lr : 1.732283e-04 | dt : 4.88s
step : 220 | loss : 6.337193 | tok/sec : 100026.11790712095 | lr : 1.740157e-04 | dt : 4.91s
step : 221 | loss : 6.366982 | tok/sec : 102723.3403636442 | lr : 1.748031e-04 | dt : 4.78s
step : 222 | loss : 6.245538 | tok/sec : 101579.2101446751 | lr : 1.755906e-04 | dt : 4.84s
step : 223 | loss : 6.233152 | tok/sec : 102989.33631020208 | lr : 1.763780e-04 | dt : 4.77s
step : 224 | loss : 6.254884 | tok/sec : 103297.94333411282 | lr : 1.771654e-04 | dt : 4.76s
step : 225 | loss : 6.308434 | tok/sec : 102939.12524844939 | lr : 1.779528e-04 | dt : 4.77s
step : 226 | loss : 6.293314 | tok/sec : 102634.03484615307 | lr : 1.787402e-04 | dt : 4.79s
step : 227 | loss : 6.318449 | tok/sec : 107218.33608107548 | lr : 1.795276e-04 | dt : 4.58s
step : 228 | loss : 6.317556 | tok/sec : 107687.49130373531 | lr : 1.803150e-04 | dt : 4.56s
step : 229 | loss : 6.320984 | tok/sec : 109450.05663828726 | lr : 1.811024e-04 | dt : 4.49s
step : 230 | loss : 6.250490 | tok/sec : 109208.5735994103 | lr : 1.818898e-04 | dt : 4.50s
step : 231 | loss : 6.250070 | tok/sec : 109482.87968506757 | lr : 1.826772e-04 | dt : 4.49s
step : 232 | loss : 6.249698 | tok/sec : 109502.10486574205 | lr : 1.834646e-04 | dt : 4.49s
step : 233 | loss : 6.211630 | tok/sec : 108823.5074754971 | lr : 1.842520e-04 | dt : 4.52s
step : 234 | loss : 6.220041 | tok/sec : 109167.0175461264 | lr : 1.850394e-04 | dt : 4.50s
step : 235 | loss : 6.164579 | tok/sec : 109084.54858093234 | lr : 1.858268e-04 | dt : 4.51s
step : 236 | loss : 6.181604 | tok/sec : 109739.29862448492 | lr : 1.866142e-04 | dt : 4.48s
step : 237 | loss : 6.205410 | tok/sec : 108759.0992445416 | lr : 1.874016e-04 | dt : 4.52s
step : 238 | loss : 6.138176 | tok/sec : 109445.66390082797 | lr : 1.881890e-04 | dt : 4.49s
step : 239 | loss : 6.173687 | tok/sec : 109363.23187574171 | lr : 1.889764e-04 | dt : 4.49s
step : 240 | loss : 6.117358 | tok/sec : 109310.2954624217 | lr : 1.897638e-04 | dt : 4.50s
step : 241 | loss : 6.111611 | tok/sec : 109597.20180945209 | lr : 1.905512e-04 | dt : 4.48s
step : 242 | loss : 6.213729 | tok/sec : 109204.69770658325 | lr : 1.913386e-04 | dt : 4.50s
step : 243 | loss : 6.148347 | tok/sec : 109463.15559682697 | lr : 1.921260e-04 | dt : 4.49s
step : 244 | loss : 6.144565 | tok/sec : 109554.48206602961 | lr : 1.929134e-04 | dt : 4.49s
step : 245 | loss : 6.148198 | tok/sec : 108866.11884736855 | lr : 1.937008e-04 | dt : 4.51s
step : 246 | loss : 6.128561 | tok/sec : 109636.50309009136 | lr : 1.944882e-04 | dt : 4.48s
step : 247 | loss : 6.184609 | tok/sec : 109642.44473879786 | lr : 1.952756e-04 | dt : 4.48s
step : 248 | loss : 6.298407 | tok/sec : 107188.51737279858 | lr : 1.960630e-04 | dt : 4.59s
step : 249 | loss : 6.277861 | tok/sec : 108906.15737471616 | lr : 1.968504e-04 | dt : 4.51s
step : 250 | loss : 6.249966 | tok/sec : 109604.21720429284 | lr : 1.976378e-04 | dt : 4.48s
step : 251 | loss : 6.291961 | tok/sec : 109159.55514918693 | lr : 1.984252e-04 | dt : 4.50s
step : 252 | loss : 6.290831 | tok/sec : 109291.96030428098 | lr : 1.992126e-04 | dt : 4.50s
step : 253 | loss : 6.301846 | tok/sec : 109412.6250839269 | lr : 2.000000e-04 | dt : 4.49s
step : 254 | loss : 6.212129 | tok/sec : 109496.85303456937 | lr : 2.007874e-04 | dt : 4.49s
step : 255 | loss : 6.249840 | tok/sec : 109573.1733150299 | lr : 2.015748e-04 | dt : 4.49s
step : 256 | loss : 6.254222 | tok/sec : 108552.76578556738 | lr : 2.023622e-04 | dt : 4.53s
step : 257 | loss : 6.217509 | tok/sec : 108972.43340531616 | lr : 2.031496e-04 | dt : 4.51s
step : 258 | loss : 6.244159 | tok/sec : 109064.73117687962 | lr : 2.039370e-04 | dt : 4.51s
step : 259 | loss : 6.245256 | tok/sec : 109088.71034266318 | lr : 2.047244e-04 | dt : 4.51s
step : 260 | loss : 6.179954 | tok/sec : 108622.30358489526 | lr : 2.055118e-04 | dt : 4.53s
step : 261 | loss : 6.109679 | tok/sec : 109235.48103531821 | lr : 2.062992e-04 | dt : 4.50s
step : 262 | loss : 6.153232 | tok/sec : 109118.3540406253 | lr : 2.070866e-04 | dt : 4.50s
step : 263 | loss : 6.223154 | tok/sec : 109000.8958740605 | lr : 2.078740e-04 | dt : 4.51s
step : 264 | loss : 6.162425 | tok/sec : 109701.84996529487 | lr : 2.086614e-04 | dt : 4.48s
step : 265 | loss : 6.141675 | tok/sec : 109496.2830986983 | lr : 2.094488e-04 | dt : 4.49s
step : 266 | loss : 6.196373 | tok/sec : 109500.36583152527 | lr : 2.102362e-04 | dt : 4.49s
step : 267 | loss : 6.139601 | tok/sec : 109214.36481160113 | lr : 2.110236e-04 | dt : 4.50s
step : 268 | loss : 6.125960 | tok/sec : 109171.3185698512 | lr : 2.118110e-04 | dt : 4.50s
step : 269 | loss : 6.205938 | tok/sec : 109425.41886910707 | lr : 2.125984e-04 | dt : 4.49s
step : 270 | loss : 6.134387 | tok/sec : 108651.04724364381 | lr : 2.133858e-04 | dt : 4.52s
step : 271 | loss : 6.145471 | tok/sec : 109491.12486735731 | lr : 2.141732e-04 | dt : 4.49s
step : 272 | loss : 6.070198 | tok/sec : 109064.42537354295 | lr : 2.149606e-04 | dt : 4.51s
step : 273 | loss : 6.116924 | tok/sec : 108916.15146898977 | lr : 2.157480e-04 | dt : 4.51s
step : 274 | loss : 6.078396 | tok/sec : 108456.20818826408 | lr : 2.165354e-04 | dt : 4.53s
step : 275 | loss : 6.050681 | tok/sec : 109583.4241838362 | lr : 2.173228e-04 | dt : 4.49s
step : 276 | loss : 6.106802 | tok/sec : 109069.35882536866 | lr : 2.181102e-04 | dt : 4.51s
step : 277 | loss : 6.006688 | tok/sec : 109414.61103143959 | lr : 2.188976e-04 | dt : 4.49s
step : 278 | loss : 6.064768 | tok/sec : 109293.89552047479 | lr : 2.196850e-04 | dt : 4.50s
step : 279 | loss : 6.032876 | tok/sec : 108405.59957255813 | lr : 2.204724e-04 | dt : 4.53s
step : 280 | loss : 6.013730 | tok/sec : 109225.90278312008 | lr : 2.212598e-04 | dt : 4.50s
step : 281 | loss : 6.038275 | tok/sec : 109030.27850795137 | lr : 2.220472e-04 | dt : 4.51s
step : 282 | loss : 6.045383 | tok/sec : 109278.72271410213 | lr : 2.228346e-04 | dt : 4.50s
step : 283 | loss : 6.036161 | tok/sec : 108676.4546198019 | lr : 2.236220e-04 | dt : 4.52s
step : 284 | loss : 6.052117 | tok/sec : 109587.33865791379 | lr : 2.244094e-04 | dt : 4.49s
step : 285 | loss : 5.989165 | tok/sec : 109054.55403986298 | lr : 2.251969e-04 | dt : 4.51s
step : 286 | loss : 5.972615 | tok/sec : 109240.46470577762 | lr : 2.259843e-04 | dt : 4.50s
step : 287 | loss : 6.030457 | tok/sec : 109243.72951690969 | lr : 2.267717e-04 | dt : 4.50s
step : 288 | loss : 6.010398 | tok/sec : 108975.42875465658 | lr : 2.275591e-04 | dt : 4.51s
step : 289 | loss : 5.959687 | tok/sec : 108963.51169619837 | lr : 2.283465e-04 | dt : 4.51s
step : 290 | loss : 5.964834 | tok/sec : 109148.65529378715 | lr : 2.291339e-04 | dt : 4.50s
step : 291 | loss : 5.972564 | tok/sec : 109132.74864852174 | lr : 2.299213e-04 | dt : 4.50s
step : 292 | loss : 5.918546 | tok/sec : 109243.26641125507 | lr : 2.307087e-04 | dt : 4.50s
step : 293 | loss : 5.975162 | tok/sec : 108838.8816498022 | lr : 2.314961e-04 | dt : 4.52s
step : 294 | loss : 6.034704 | tok/sec : 109382.35701991929 | lr : 2.322835e-04 | dt : 4.49s
step : 295 | loss : 5.965434 | tok/sec : 108603.82660089138 | lr : 2.330709e-04 | dt : 4.53s
step : 296 | loss : 6.022156 | tok/sec : 109491.38654721095 | lr : 2.338583e-04 | dt : 4.49s
step : 297 | loss : 6.060432 | tok/sec : 109403.30022429014 | lr : 2.346457e-04 | dt : 4.49s
step : 298 | loss : 6.084717 | tok/sec : 109445.79753711104 | lr : 2.354331e-04 | dt : 4.49s
step : 299 | loss : 6.075351 | tok/sec : 109152.79883175543 | lr : 2.362205e-04 | dt : 4.50s
step : 300 | loss : 6.067488 | tok/sec : 108939.27667489601 | lr : 2.370079e-04 | dt : 4.51s
step : 301 | loss : 6.063581 | tok/sec : 109086.0550904647 | lr : 2.377953e-04 | dt : 4.51s
step : 302 | loss : 6.061561 | tok/sec : 109179.89850577147 | lr : 2.385827e-04 | dt : 4.50s
step : 303 | loss : 6.110067 | tok/sec : 108784.36775728363 | lr : 2.393701e-04 | dt : 4.52s
step : 304 | loss : 6.035578 | tok/sec : 108878.73338465714 | lr : 2.401575e-04 | dt : 4.51s
step : 305 | loss : 6.053942 | tok/sec : 108769.86978222751 | lr : 2.409449e-04 | dt : 4.52s
step : 306 | loss : 6.038974 | tok/sec : 108216.20593486632 | lr : 2.417323e-04 | dt : 4.54s
step : 307 | loss : 6.021228 | tok/sec : 109650.46319535775 | lr : 2.425197e-04 | dt : 4.48s
step : 308 | loss : 6.005331 | tok/sec : 108631.98805797817 | lr : 2.433071e-04 | dt : 4.52s
step : 309 | loss : 5.972111 | tok/sec : 109166.25449666883 | lr : 2.440945e-04 | dt : 4.50s
step : 310 | loss : 5.990569 | tok/sec : 109148.06586206239 | lr : 2.448819e-04 | dt : 4.50s
step : 311 | loss : 5.932542 | tok/sec : 109371.10510114835 | lr : 2.456693e-04 | dt : 4.49s
step : 312 | loss : 5.939196 | tok/sec : 108734.51919419387 | lr : 2.464567e-04 | dt : 4.52s
step : 313 | loss : 6.000556 | tok/sec : 109139.34648348241 | lr : 2.472441e-04 | dt : 4.50s
step : 314 | loss : 5.999341 | tok/sec : 109306.54564243137 | lr : 2.480315e-04 | dt : 4.50s
step : 315 | loss : 5.979040 | tok/sec : 108372.92925384859 | lr : 2.488189e-04 | dt : 4.54s
step : 316 | loss : 5.959145 | tok/sec : 108963.99546994701 | lr : 2.496063e-04 | dt : 4.51s
step : 317 | loss : 5.981978 | tok/sec : 109133.53433833718 | lr : 2.503937e-04 | dt : 4.50s
step : 318 | loss : 5.967461 | tok/sec : 108911.05350375485 | lr : 2.511811e-04 | dt : 4.51s
step : 319 | loss : 5.954735 | tok/sec : 109322.88561162844 | lr : 2.519685e-04 | dt : 4.50s
step : 320 | loss : 6.040137 | tok/sec : 109250.86762945169 | lr : 2.527559e-04 | dt : 4.50s
step : 321 | loss : 5.901031 | tok/sec : 109016.52774638764 | lr : 2.535433e-04 | dt : 4.51s
step : 322 | loss : 5.881287 | tok/sec : 109674.67146849896 | lr : 2.543307e-04 | dt : 4.48s
step : 323 | loss : 5.909960 | tok/sec : 109004.26741420673 | lr : 2.551181e-04 | dt : 4.51s
step : 324 | loss : 5.885227 | tok/sec : 108509.22277940469 | lr : 2.559055e-04 | dt : 4.53s
step : 325 | loss : 5.864860 | tok/sec : 108727.08713612064 | lr : 2.566929e-04 | dt : 4.52s
step : 326 | loss : 5.857748 | tok/sec : 109265.57519758558 | lr : 2.574803e-04 | dt : 4.50s
step : 327 | loss : 5.879194 | tok/sec : 109478.72849068596 | lr : 2.582677e-04 | dt : 4.49s
step : 328 | loss : 5.843324 | tok/sec : 108891.84548205529 | lr : 2.590551e-04 | dt : 4.51s
step : 329 | loss : 5.868616 | tok/sec : 108992.73011897142 | lr : 2.598425e-04 | dt : 4.51s
step : 330 | loss : 5.815883 | tok/sec : 109056.63662137682 | lr : 2.606299e-04 | dt : 4.51s
step : 331 | loss : 5.853617 | tok/sec : 108866.18783415311 | lr : 2.614173e-04 | dt : 4.51s
step : 332 | loss : 5.813744 | tok/sec : 109140.65805710996 | lr : 2.622047e-04 | dt : 4.50s
step : 333 | loss : 5.822713 | tok/sec : 109058.58658974388 | lr : 2.629921e-04 | dt : 4.51s
step : 334 | loss : 5.796185 | tok/sec : 109306.65575712614 | lr : 2.637795e-04 | dt : 4.50s
step : 335 | loss : 5.807242 | tok/sec : 109497.04495308577 | lr : 2.645669e-04 | dt : 4.49s
step : 336 | loss : 5.769123 | tok/sec : 108977.81939199366 | lr : 2.653543e-04 | dt : 4.51s
step : 337 | loss : 5.829702 | tok/sec : 109070.66294686457 | lr : 2.661417e-04 | dt : 4.51s
step : 338 | loss : 5.802206 | tok/sec : 108696.52086655871 | lr : 2.669291e-04 | dt : 4.52s
step : 339 | loss : 5.805935 | tok/sec : 108411.15770914583 | lr : 2.677165e-04 | dt : 4.53s
step : 340 | loss : 5.781307 | tok/sec : 109359.4784230345 | lr : 2.685039e-04 | dt : 4.49s
step : 341 | loss : 5.781428 | tok/sec : 108766.38074368787 | lr : 2.692913e-04 | dt : 4.52s
step : 342 | loss : 5.736652 | tok/sec : 109209.4298038808 | lr : 2.700787e-04 | dt : 4.50s
step : 343 | loss : 5.783353 | tok/sec : 109485.18216389105 | lr : 2.708661e-04 | dt : 4.49s
step : 344 | loss : 5.735244 | tok/sec : 109023.38827979076 | lr : 2.716535e-04 | dt : 4.51s
step : 345 | loss : 5.798473 | tok/sec : 108559.21936185482 | lr : 2.724409e-04 | dt : 4.53s
step : 346 | loss : 5.916432 | tok/sec : 108917.24477424647 | lr : 2.732283e-04 | dt : 4.51s
step : 347 | loss : 5.934675 | tok/sec : 109086.17053352465 | lr : 2.740157e-04 | dt : 4.51s
step : 348 | loss : 5.904107 | tok/sec : 109290.74938050345 | lr : 2.748031e-04 | dt : 4.50s
step : 349 | loss : 5.923856 | tok/sec : 109413.72257232474 | lr : 2.755906e-04 | dt : 4.49s
step : 350 | loss : 5.895075 | tok/sec : 109119.9192413292 | lr : 2.763780e-04 | dt : 4.50s
step : 351 | loss : 5.914523 | tok/sec : 108963.32164340097 | lr : 2.771654e-04 | dt : 4.51s
step : 352 | loss : 5.921443 | tok/sec : 108749.73629095903 | lr : 2.779528e-04 | dt : 4.52s
step : 353 | loss : 5.873214 | tok/sec : 108634.63270006386 | lr : 2.787402e-04 | dt : 4.52s
step : 354 | loss : 5.923732 | tok/sec : 109460.87729186121 | lr : 2.795276e-04 | dt : 4.49s
step : 355 | loss : 5.864118 | tok/sec : 109055.92703480834 | lr : 2.803150e-04 | dt : 4.51s
step : 356 | loss : 5.892228 | tok/sec : 109468.22400312987 | lr : 2.811024e-04 | dt : 4.49s
step : 357 | loss : 5.928594 | tok/sec : 109293.9882271623 | lr : 2.818898e-04 | dt : 4.50s
step : 358 | loss : 5.803816 | tok/sec : 109246.7976910469 | lr : 2.826772e-04 | dt : 4.50s
step : 359 | loss : 5.819139 | tok/sec : 109002.82655956363 | lr : 2.834646e-04 | dt : 4.51s
step : 360 | loss : 5.863137 | tok/sec : 109216.43035754614 | lr : 2.842520e-04 | dt : 4.50s
step : 361 | loss : 5.859252 | tok/sec : 109165.42787179383 | lr : 2.850394e-04 | dt : 4.50s
step : 362 | loss : 5.798898 | tok/sec : 108768.96306976462 | lr : 2.858268e-04 | dt : 4.52s
step : 363 | loss : 5.833224 | tok/sec : 109035.4799097055 | lr : 2.866142e-04 | dt : 4.51s
step : 364 | loss : 5.838334 | tok/sec : 109151.71235064523 | lr : 2.874016e-04 | dt : 4.50s
step : 365 | loss : 5.821207 | tok/sec : 109094.61585607275 | lr : 2.881890e-04 | dt : 4.51s
step : 366 | loss : 5.745384 | tok/sec : 109062.59058953445 | lr : 2.889764e-04 | dt : 4.51s
step : 367 | loss : 5.820184 | tok/sec : 108972.13963953606 | lr : 2.897638e-04 | dt : 4.51s
step : 368 | loss : 5.737102 | tok/sec : 108960.01022379941 | lr : 2.905512e-04 | dt : 4.51s
step : 369 | loss : 5.777158 | tok/sec : 109235.19163753097 | lr : 2.913386e-04 | dt : 4.50s
step : 370 | loss : 5.783229 | tok/sec : 109427.95126661057 | lr : 2.921260e-04 | dt : 4.49s
step : 371 | loss : 5.720505 | tok/sec : 109209.23310707137 | lr : 2.929134e-04 | dt : 4.50s
step : 372 | loss : 5.750453 | tok/sec : 108658.17683409638 | lr : 2.937008e-04 | dt : 4.52s
step : 373 | loss : 5.717542 | tok/sec : 109461.72002116615 | lr : 2.944882e-04 | dt : 4.49s
step : 374 | loss : 5.749155 | tok/sec : 109362.8721828674 | lr : 2.952756e-04 | dt : 4.49s
step : 375 | loss : 5.709660 | tok/sec : 108601.36080816969 | lr : 2.960630e-04 | dt : 4.53s
step : 376 | loss : 5.679717 | tok/sec : 109481.22847200619 | lr : 2.968504e-04 | dt : 4.49s
step : 377 | loss : 5.727385 | tok/sec : 115864.56905088571 | lr : 2.976378e-04 | dt : 4.24s
step : 378 | loss : 5.739221 | tok/sec : 113596.24515045418 | lr : 2.984252e-04 | dt : 4.33s
step : 379 | loss : 5.689193 | tok/sec : 113507.89482600802 | lr : 2.992126e-04 | dt : 4.33s
step : 380 | loss : 5.648766 | tok/sec : 114168.11272293022 | lr : 3.000000e-04 | dt : 4.31s
step : 381 | loss : 5.670203 | tok/sec : 114011.8388326196 | lr : 3.007874e-04 | dt : 4.31s
step : 382 | loss : 5.689784 | tok/sec : 113175.5119880438 | lr : 3.015748e-04 | dt : 4.34s
step : 383 | loss : 5.630754 | tok/sec : 114918.40191077268 | lr : 3.023622e-04 | dt : 4.28s
step : 384 | loss : 5.643883 | tok/sec : 114425.7338019555 | lr : 3.031496e-04 | dt : 4.30s
step : 385 | loss : 5.670525 | tok/sec : 111571.83441760775 | lr : 3.039370e-04 | dt : 4.41s
step : 386 | loss : 5.694063 | tok/sec : 110666.8259588259 | lr : 3.047244e-04 | dt : 4.44s
step : 387 | loss : 5.634533 | tok/sec : 106804.55809018567 | lr : 3.055118e-04 | dt : 4.60s
step : 388 | loss : 5.628327 | tok/sec : 106965.49065889345 | lr : 3.062992e-04 | dt : 4.60s
step : 389 | loss : 5.605080 | tok/sec : 107434.07129922477 | lr : 3.070866e-04 | dt : 4.58s
step : 390 | loss : 5.571412 | tok/sec : 107485.15522458422 | lr : 3.078740e-04 | dt : 4.57s
step : 391 | loss : 5.647100 | tok/sec : 107457.68037570444 | lr : 3.086614e-04 | dt : 4.57s
step : 392 | loss : 5.564160 | tok/sec : 107850.55041708965 | lr : 3.094488e-04 | dt : 4.56s
step : 393 | loss : 5.644083 | tok/sec : 107758.3859452222 | lr : 3.102362e-04 | dt : 4.56s
step : 394 | loss : 5.575440 | tok/sec : 107316.24839403103 | lr : 3.110236e-04 | dt : 4.58s
step : 395 | loss : 5.666563 | tok/sec : 107743.36616649623 | lr : 3.118110e-04 | dt : 4.56s
step : 396 | loss : 5.718318 | tok/sec : 107093.80301478416 | lr : 3.125984e-04 | dt : 4.59s
step : 397 | loss : 5.817569 | tok/sec : 107101.1469915731 | lr : 3.133858e-04 | dt : 4.59s
step : 398 | loss : 5.702849 | tok/sec : 107798.30697851375 | lr : 3.141732e-04 | dt : 4.56s
step : 399 | loss : 5.709240 | tok/sec : 107760.74601362963 | lr : 3.149606e-04 | dt : 4.56s
step : 400 | loss : 5.742356 | tok/sec : 107847.7068549782 | lr : 3.157480e-04 | dt : 4.56s
step : 401 | loss : 5.772292 | tok/sec : 107723.36882215545 | lr : 3.165354e-04 | dt : 4.56s
